IPN,MPN,Manufacturer,Description,Symbol,Footprint,Resistance,Voltage,Power,Tolerance,Datasheet
RES-0000-3653,RC0603FR-073K65L,Yageo,3.65K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.65K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3654,RC0603FR-0736K5L,Yageo,36.5K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,36.5K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3655,RC0603FR-07365KL,Yageo,365K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,365K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3656,RC0603FR-073M65L,Yageo,3.65M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.65M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3740,RC0603FR-073R74L,Yageo,3.74 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.74,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3741,RC0603FR-0737R4L,Yageo,37.4 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,37.4,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3742,RC0603FR-07374RL,Yageo,374 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,374,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3743,RC0603FR-073K74L,Yageo,3.74K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.74K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3744,RC0603FR-0737K4L,Yageo,37.4K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,37.4K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3745,RC0603FR-07374KL,Yageo,374K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,374K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3746,RC0603FR-073M74L,Yageo,3.74M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.74M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3830,RC0603FR-073R83L,Yageo,3.83 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.83,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3831,RC0603FR-0738R3L,Yageo,38.3 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,38.3,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3832,RC0603FR-07383RL,Yageo,383 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,383,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3833,RC0603FR-073K83L,Yageo,3.83K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.83K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3834,RC0603FR-0738K3L,Yageo,38.3K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,38.3K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3835,RC0603FR-07383KL,Yageo,383K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,383K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3836,RC0603FR-073M83L,Yageo,3.83M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.83M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3920,RC0603FR-073R92L,Yageo,3.92 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.92,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3921,RC0603FR-0739R2L,Yageo,39.2 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,39.2,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3922,RC0603FR-07392RL,Yageo,392 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,392,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3923,RC0603FR-073K92L,Yageo,3.92K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.92K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3924,RC0603FR-0739K2L,Yageo,39.2K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,39.2K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3925,RC0603FR-07392KL,Yageo,392K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,392K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-3926,RC0603FR-073M92L,Yageo,3.92M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,3.92M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4020,RC0603FR-074R02L,Yageo,4.02 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.02,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4021,RC0603FR-0740R2L,Yageo,40.2 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.2,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4022,RC0603FR-07402RL,Yageo,402 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,402,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4023,RC0603FR-074K02L,Yageo,4.02K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.02K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4024,RC0603FR-0740K2L,Yageo,40.2K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.2K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4025,RC0603FR-07402KL,Yageo,402K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,402K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4026,RC0603FR-074M02L,Yageo,4.02M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.02M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4120,RC0603FR-074R12L,Yageo,4.12 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.12,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4121,RC0603FR-0741R2L,Yageo,41.2 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,41.2,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4122,RC0603FR-07412RL,Yageo,412 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,412,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4123,RC0603FR-074K12L,Yageo,4.12K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.12K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4124,RC0603FR-0741K2L,Yageo,41.2K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,41.2K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4125,RC0603FR-07412KL,Yageo,412K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,412K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4126,RC0603FR-074M12L,Yageo,4.12M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.12M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4220,RC0603FR-074R22L,Yageo,4.22 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.22,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4221,RC0603FR-0742R2L,Yageo,42.2 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,42.2,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4222,RC0603FR-07422RL,Yageo,422 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,422,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4223,RC0603FR-074K22L,Yageo,4.22K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.22K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4224,RC0603FR-0742K2L,Yageo,42.2K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,42.2K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4225,RC0603FR-07422KL,Yageo,422K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,422K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4226,RC0603FR-074M22L,Yageo,4.22M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.22M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4320,RC0603FR-074R32L,Yageo,4.32 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.32,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4321,RC0603FR-0743R2L,Yageo,43.2 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,43.2,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4322,RC0603FR-07432RL,Yageo,432 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,432,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4323,RC0603FR-074K32L,Yageo,4.32K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.32K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4324,RC0603FR-0743K2L,Yageo,43.2K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,43.2K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4325,RC0603FR-07432KL,Yageo,432K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,432K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4326,RC0603FR-074M32L,Yageo,4.32M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.32M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4420,RC0603FR-074R42L,Yageo,4.42 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.42,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4421,RC0603FR-0744R2L,Yageo,44.2 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,44.2,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4422,RC0603FR-07442RL,Yageo,442 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,442,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4423,RC0603FR-074K42L,Yageo,4.42K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.42K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4424,RC0603FR-0744K2L,Yageo,44.2K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,44.2K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4425,RC0603FR-07442KL,Yageo,442K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,442K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4426,RC0603FR-074M42L,Yageo,4.42M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.42M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4530,RC0603FR-074R53L,Yageo,4.53 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.53,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4531,RC0603FR-0745R3L,Yageo,45.3 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,45.3,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4532,RC0603FR-07453RL,Yageo,453 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,453,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4533,RC0603FR-074K53L,Yageo,4.53K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.53K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4534,RC0603FR-0745K3L,Yageo,45.3K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,45.3K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4535,RC0603FR-07453KL,Yageo,453K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,453K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4536,RC0603FR-074M53L,Yageo,4.53M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.53M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4640,RC0603FR-074R64L,Yageo,4.64 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.64,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4641,RC0603FR-0746R4L,Yageo,46.4 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,46.4,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4642,RC0603FR-07464RL,Yageo,464 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,464,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4643,RC0603FR-074K64L,Yageo,4.64K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.64K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4644,RC0603FR-0746K4L,Yageo,46.4K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,46.4K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4645,RC0603FR-07464KL,Yageo,464K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,464K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4646,RC0603FR-074M64L,Yageo,4.64M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.64M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4750,RC0603FR-074R75L,Yageo,4.75 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.75,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4751,RC0603FR-0747R5L,Yageo,47.5 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,47.5,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4752,RC0603FR-07475RL,Yageo,475 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,475,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4753,RC0603FR-074K75L,Yageo,4.75K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.75K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4754,RC0603FR-0747K5L,Yageo,47.5K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,47.5K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4755,RC0603FR-07475KL,Yageo,475K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,475K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4756,RC0603FR-074M75L,Yageo,4.75M 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.75M,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4870,RC0603FR-074R87L,Yageo,4.87 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.87,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4871,RC0603FR-0748R7L,Yageo,48.7 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,48.7,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4872,RC0603FR-07487RL,Yageo,487 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,487,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4873,RC0603FR-074K87L,Yageo,4.87K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,4.87K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4874,RC0603FR-0748K7L,Yageo,48.7K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,48.7K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
RES-0000-4875,RC0603FR-07487KL,Yageo,487K 0603,Device:R_US,Resistor_SMD:R_0603_1608Metric;R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,487K,75V,100mW,1%,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf
